VillageCode,VillageNameEnglish,VillageCode,VillageCensus2011Code,SubdistrictCode,SubDistrictNameEnglish,SubDistrictNameLocal,SubDistrictCensus2011Code,DistrictCode,DistrictNameEnglish,DistrictNameLocal,DistrictCensus2011Code,StateCode,StateNameEnglish,StateNameLocal,stateCensus2011Code,last_updated
40799,Manpur,,040799,6366,Joshiyara,,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42124,Mansuna,,042124,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51352,Mantoli,,051352,324,Garud,,00324,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
913973,Mantolii,,000000,318,Berinag,,00318,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56639,"Maohanpur Mohammadpur (Ct)",,056639,6352,Narsan,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48846,Mapa,,048846,315,Munsiari,,00315,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47183,"Marad Moxan",,047183,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49075,Marchha,,049075,316,Dharchula,,00316,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42705,"Mar Gaon",,042705,292,Jakholi*,,00292,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46893,Markhola,,046893,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44804,"Marloh Khokta",,044804,302,Kalsi,,00302,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41590,Maroda,,041590,6333,Narayanbagar,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46022,"Maroda Laga Chakwali","Maroda laga chakwali",046022,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44090,Marora,,044090,6337,Nainbag,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45778,"Marora Talla",,045778,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48849,Martoli,,048849,315,Munsiari,,00315,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46189,"Marwara Goonth",,046189,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45462,"Masau Lagga Nayal Garh",,045462,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56039,Maseet,,056039,350,Gadarpur,,00350,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43854,Maseth,,043854,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51863,Masi,,051863,326,Chaukhutiya,,00326,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45510,Masood,,045510,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46719,Massou,,046719,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40793,Mastari,,040793,6366,Joshiyara,,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43429,Mastari,,043429,295,Pratapnagar,,00295,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41040,Matai,,041040,6344,Nandprayag,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44028,Matali,,044028,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51380,Matena,,051380,324,Garud,,00324,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40148,Math,,040148,278,Puraula,,00278,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48423,"Mathana Bichala/ Mathana Talla/ Mathana Malla",,048423,313,Kotdwara,,00313,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42304,"Math Gaon",,042304,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43633,Mathiyali,,043633,296,"Jakhani Dhar",,00296,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43993,"Mathiyan Gaon",,043993,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44334,"Mathiyan Gaon",,044334,298,Dhanaulti,,00298,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40936,"Math Jhadeta",,040936,285,Chamoli,,00285,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41067,Mathkot,,041067,6343,Ghaat,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40988,Mathlaggapilng,,040988,285,Chamoli,,00285,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40954,Mathmalana,,040954,285,Chamoli,,00285,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50310,Matiyal,,050310,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50119,Matiyal,,050119,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44494,Matiyala,,044494,299,"Narendra Nagar",,00299,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48039,Matiyala,,048039,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40391,Matiyali,,040391,280,Rajgarhi,,00280,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47340,"Matiyali Gonth",,047340,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55927,"Mat Kota",,055927,6030,Rudrapur,Rudrapur,00000,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46750,Matkunda,,046750,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44543,Matola,,044543,6372,Gaja,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46607,Matouli,,046607,308,Thailisain,,00308,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48955,Matyali,,048955,315,Munsiari,,00315,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52115,Maulekh,,052115,327,Sult,,00327,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54066,Maun,,054066,335,Pati,,00335,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41371,Mauna,,041371,287,Karnaprayag,,00287,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50403,"Maun Kote",,050403,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53835,"Maun Pokhari",,053835,334,Champawat,,00334,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44672,Mauthi,,044672,300,Chakrata,,00300,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53291,Mave,,053291,331,Someshwar,,00331,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44195,Mawana,,044195,298,Dhanaulti,,00298,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46821,"Mawar Bakhar Or Mawar Bakhali",,046821,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51741,Mayalkote,,051741,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
943753,Mayapur,मायापुर,000000,354,Hardwar,,00354,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56325,"Mazahidpur Satiwala Mazbata",,056325,6022,Bhagwanpur,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56414,Mazari,,056414,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45028,"Mednipur Badripur",,045028,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48842,Meelam,,048842,315,Munsiari,,00315,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51103,Mehalchaura,,051103,6331,Dugnakuri,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41983,"Mehal Chauri",,041983,289,Gairsain,,00289,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47435,"Mehar Gaon Khalsa",,047435,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53393,Mehla,,053393,331,Someshwar,,00331,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51003,"Mehnar Bunga",,051003,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50362,"Mehra Sera",,050362,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45086,"Mehreka Gaun",,045086,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55815,Mehtabwan,,055815,348,Bajpur,,00348,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45269,"Mehu Wala Mafi (Ct)",,045269,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41631,Menduni,,041631,6333,Narayanbagar,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44357,"Mengwal Gaon",,044357,6372,Gaja,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49129,Metali,,049129,6356,Bangapani,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52494,"Meyon Malla",,052494,328,Ranikhet,,00328,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51738,Michauli,,051738,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52346,Miloti,,052346,328,Ranikhet,,00328,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47986,"Mind Kholu",,047986,311,Satpuli,,00311,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45943,Mirchora,,045943,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44080,"Miriya Gaon",,044080,6337,Nainbag,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56930,"Mirzapur Mohnawala",,056930,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
945298,"Mishan Chopada","मिशन चोपड़ा ",000000,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52683,"Mishan Dwarahat",,052683,329,Dwarahat,,00329,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49422,"Mitari Gaon",,049422,6425,Kanalichhina,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50754,"Mithun Kot",,050754,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54445,"Mochai/ Vichai",,054445,337,Poornagiri,,00337,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56893,Mohammadpur,,056893,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46428,Mohani,Mohani,046428,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54443,Mohanpur,,054443,337,Poornagiri,,00337,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56415,"Mohanpur Majara Saliar",,056415,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52266,"Mohan Range",,052266,327,Sult,,00327,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56650,"Mohd Begpur Urf Takabhari",,056650,354,Hardwar,,00354,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56795,"Mohd Pur Bazurg Aht",,056795,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56789,"Mohd Pur Bazurg Must",,056789,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56377,Mohitpur,,056377,6022,Bhagwanpur,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41107,Mokhmalla,,041107,6343,Ghaat,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41498,"Moli Laga Kot",,041498,6333,Narayanbagar,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43693,"Moli May Sunaldi",,043693,296,"Jakhani Dhar",,00296,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48090,Molkhal,,048090,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42359,Moltha,,042359,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41654,"Mona Gwar",,041654,6333,Narayanbagar,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50670,"Monal Forest Compound Van",,050670,321,Kapkot,,00321,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56448,"Mooldaspur Urf Majra",,056448,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52128,Morgarh,,052128,327,Sult,,00327,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41996,Morpani,,041996,289,Gairsain,,00289,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42302,Mosar,,042302,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45168,Motidhar,,045168,7393,Mussoorie,"मसूरी ",00000,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46391,Moudari,,046391,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51108,Moudiyar,,051108,6331,Dugnakuri,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53819,Mudiyani,,053819,334,Champawat,,00334,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40470,"Mugarsanti Range",,040470,280,Rajgarhi,,00280,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49315,Mugrauli,,049315,6424,Devalthal,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43427,Mukhem,,043427,295,Pratapnagar,,00295,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56792,Muktarabad,,056792,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54761,Mukteshwar,,054761,6353,Ramgarh,,00000,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50356,"Mula Garh",,050356,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45591,"Muli Gaon",,045591,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44232,Mundani,,044232,298,Dhanaulti,,00298,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
